"","...1","X","Barcode","contig","Region","Type","From","To","Most_smimilar_known_cluster_name","Most_smimilar_known_cluster_type","Similarity_pct","Assembly","kort_navn","Domain","Phylum","Class","Order","Family","Genus","Species","Species_name","duplicate_kort_navn","Species_name_new"
"470",470,829,40,2,2.23,"lanthipeptide-class-iii",5589892,5612498,"AmfS","RiPP:Lanthipeptide",80,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"471",471,830,40,2,2.24,"ectoine",6137497,6147901,"ectoine","Other",100,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"472",472,831,40,2,2.25,"thioamide-NRP,NRPS",6752931,6815671,"ishigamide","NRP+Polyketide",61,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"473",473,832,40,2,2.26,"terpene",6858875,6875359,"Unknown","Unknown",0,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"474",474,833,40,2,2.27,"NRPS,RiPP-like",6951471,7007587,"rimosamide","NRP",50,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"475",475,834,40,2,2.28,"NRPS-like",7060011,7101612,"desertomycin B/desertomycin A/desertomycin G","NRP",5,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"476",476,835,40,2,2.29,"terpene",7199454,7220095,"pristinol","Terpene",100,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"477",477,836,40,2,2.3,"melanin",7232508,7242906,"melanin","Other",28,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"478",478,837,40,2,2.31,"NRPS,NRPS-like",7281740,7328576,"antipain","NRP",100,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"479",479,838,40,2,2.32,"lanthipeptide-class-i",7370634,7391198,"Unknown","Unknown",0,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"480",480,839,40,2,2.33,"lanthipeptide-class-i",7474587,7499079,"spicamycin","Other",16,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"481",481,840,40,2,2.34,"NAPAA,T1PKS,NRPS-like",7610819,7747179,"tetramycin B","Polyketide",95,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"482",482,841,40,2,2.35,"other",7897273,7938829,"zorbamycin","NRP:Glycopeptide+Polyketide:Modular type I polyketide+Saccharide:Hybrid/tailoring saccharide",6,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"483",483,842,40,2,2.36,"hglE-KS,T1PKS",8235141,8286366,"bacilysin","Other",42,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"484",484,843,40,2,2.37,"terpene",8334890,8355213,"ansamitocin P-3","Polyketide",4,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"485",485,844,40,2,2.38,"terpene",8367900,8394555,"mycotrienin I","NRP+Polyketide",7,"barcode40","(i39)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i39)"
"486",486,845,41,1,1.1,"other,T1PKS,butyrolactone",5502,69196,"lactonamycin","Polyketide",5,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"487",487,846,41,1,1.2,"other,NRPS,T1PKS",89832,175091,"aurantimycin A","NRP+Polyketide",52,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"488",488,847,41,2,2.1,"NRPS-like",1,22951,"incarnatapeptin A/incarnatapeptin B/dentigerumycin F/dentigerumycin G","Polyketide+NRP",30,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"489",489,848,41,2,2.2,"ectoine",296305,306709,"ectoine","Other",100,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"490",490,849,41,2,2.3,"lanthipeptide-class-iii",872129,894726,"AmfS","RiPP:Lanthipeptide",80,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"491",491,850,41,2,2.4,"T2PKS,RiPP-like,PKS-like,NRPS,oligosaccharide",1097808,1175096,"aureonuclemycin","Polyketide",53,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"492",492,851,41,2,2.5,"NI-siderophore",1420182,1431951,"desferrioxamin B","Other",80,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"493",493,852,41,2,2.6,"melanin",2057358,2067882,"istamycin","Saccharide",5,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"494",494,853,41,2,2.7,"T3PKS",2195269,2235277,"GE81112","NRP",14,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"495",495,854,41,2,2.8,"lanthipeptide-class-i",2315022,2338995,"Unknown","Unknown",0,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"496",496,855,41,2,2.9,"terpene",2765690,2787954,"TVA-YJ-2","RiPP",26,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"497",497,856,41,2,2.1,"T3PKS",3087410,3128465,"violapyrone B","Polyketide",28,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"498",498,857,41,3,3.1,"thioamide-NRP,NRPS",319457,382197,"ishigamide","NRP+Polyketide",61,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"499",499,858,41,3,3.2,"terpene",397833,418143,"cinnamycin","RiPP:Lanthipeptide",9,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"500",500,859,41,3,3.3,"NRPS,RiPP-like",638323,694665,"rimosamide","NRP",50,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"501",501,860,41,3,3.4,"NRPS-like",747032,788601,"desertomycin B/desertomycin A/desertomycin G","NRP",5,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"502",502,861,41,3,3.5,"terpene",886518,907159,"pristinol","Terpene",100,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"503",503,862,41,3,3.6,"melanin",919839,930237,"melanin","Other",28,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"504",504,863,41,3,3.7,"NRPS,NRPS-like",969067,1015893,"antipain","NRP",100,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"505",505,864,41,3,3.8,"lanthipeptide-class-i",1055134,1078529,"Unknown","Unknown",0,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"506",506,865,41,3,3.9,"lanthipeptide-class-i",1161382,1185823,"spicamycin","Other",16,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"507",507,866,41,3,3.1,"NAPAA,T1PKS,NRPS-like",1275801,1412206,"tetramycin B","Polyketide",95,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"508",508,867,41,3,3.11,"RiPP-like",1473337,1483750,"Unknown","Unknown",0,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"509",509,868,41,3,3.12,"other",1562113,1603669,"zorbamycin","NRP:Glycopeptide+Polyketide:Modular type I polyketide+Saccharide:Hybrid/tailoring saccharide",6,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"510",510,869,41,3,3.13,"hglE-KS,T1PKS",1898939,1952483,"bacilysin","Other",42,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"511",511,870,41,3,3.14,"terpene",2000780,2021086,"ansamitocin P-3","Polyketide",4,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"512",512,871,41,3,3.15,"terpene",2034652,2055725,"lactonamycin","Polyketide",3,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"513",513,872,41,5,5.1,"NRPS",13704,6221,"griselimycin","NRP",11,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"514",514,873,41,5,5.2,"T3PKS",165281,205679,"Unknown","Unknown",0,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"515",515,874,41,8,7.1,"NRPS-like,ladderane,NRPS",263076,323564,"colibrimycin","NRP+Other",59,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"516",516,875,41,9,8.1,"CDPS",151642,17231,"BD-12","NRP",17,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"517",517,876,41,9,8.2,"NI-siderophore,T1PKS",524733,580445,"kinamycin","Polyketide",36,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"518",518,877,41,9,8.3,"RiPP-like",768477,779122,"Unknown","Unknown",0,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"519",519,878,41,9,8.4,"other,phosphonate",899284,939203,"FR-900098","Other",27,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"520",520,879,41,9,8.5,"butyrolactone",958377,967612,"neocarzinostatin","Polyketide:Iterative type I polyketide+Polyketide:Enediyne type I polyketide",4,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"521",521,880,41,9,8.6,"terpene",1084478,1103350,"legonindolizidine A6","NRP+Alkaloid",16,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"522",522,881,41,9,8.7,"redox-cofactor",1187113,1209513,"K-252a","Alkaloid",14,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"523",523,882,41,9,8.8,"butyrolactone,ectoine",1251554,1270165,"showdomycin","Other",58,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"524",524,883,41,9,8.9,"NAPAA",1423550,1457485,"rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E","Polyketide",9,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"525",525,884,41,9,8.1,"terpene",1509921,1534379,"hopene","Terpene",92,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"526",526,885,41,9,8.11,"other",1586571,1625313,"tambjamine BE-18591","Alkaloid+Polyketide",14,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"527",527,886,41,9,8.12,"T1PKS,NRPS,NRPS-like",1634778,1740271,"guadinomine/guadinomine B/guadinomic acid","NRP+Polyketide",15,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"528",528,887,41,9,8.13,"hglE-KS,T1PKS",1964304,2015683,"hexacosalactone A","Other",13,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"529",529,888,41,9,8.14,"LAP,terpene,RiPP-like",2113291,2159291,"telomestatin","RiPP",23,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"530",530,889,41,9,8.15,"lanthipeptide-class-ii,other",2408281,2457321,"A-503083 A/A-503083 B/A-503083 E/A-503083 F","NRP",7,"barcode41","(i40)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp001279695","Streptomyces sp001279695",TRUE,"Streptomyces sp001279695 (i40)"
"531",531,890,42,1,1,"T3PKS",1563147,1604286,"Unknown","Unknown",0,"barcode42","(i41)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Agromyces","s__","Agromyces (i41)",FALSE,"Agromyces (i41)"
